claimant_name,aadhar_number,phone_number,spouse_name,father_mother_Name,address,village,gram_panchayat,tehsil,district,ST_OTFD_Status,family_members_names,family_members_ages,habitation_area,cultivation_area,disputed_lands,patta_lease_grants,rehabilitation_land,displacement_details,forest_village_extent,other_traditional_rights,age_of_claimant,gender,marital_status,household_members,elderly_count_60plus,disability_in_household,primary_livelihood,annual_income,cultivable_land_ownership,house_type,electricity_connection,water_source,toilet_available,school_going_children,highest_education_level,shg_membership
Amit Biswas,7.63E+11,9263654197,Sunita Verma,Anita Verma,"House 141, Alirajpur Falia",Alirajpur Falia,GP Pushparajgarh,Bajag,Sheopur,OTFD,Amit Biswas,14,0.2,0.6,Yes,No,Yes,No,No,Yes,81,Other,Widowed,1,0,Yes,NTFP,52148,Yes,Semi-Pucca,No,Stream,No,Yes,None,Yes
Neha Verma,3.90E+11,6909119271,Ravi Sahu,Sunita Sahu,"House 53, Korku Pada",Mandla Pur,GP Bajag,Bajag,Sheopur,ST,Sunita Nayak,12,0.12,3.85,Yes,No,No,No,No,No,44,Other,Married,1,0,No,Agriculture,105207,Yes,Semi-Pucca,Yes,Tap,No,Yes,Higher Secondary,No
Sunita Gaikwad,1.86E+11,8080591553,Sunita Verma,Ramesh Gaikwad,"House 107, Dindori Gaon",Mandla Pur,GP Pushparajgarh,Sendhwa,Anuppur,ST,Meena Bhil,55,0.09,2.81,No,No,Yes,No,Yes,No,71,Female,Single,2,0,No,Agriculture,126359,Yes,Pucca,Yes,Tap,Yes,Yes,Upper Primary,No
Mahesh Sahu,6.76E+11,6346703939,Meena Nayak,Lakshmi Nayak,"House 33, Alirajpur Falia",Baiga Chak,GP Jobat,Pati,Jhabua,ST,Lakshmi Gond,68,0.03,3.03,No,Yes,Yes,No,No,Yes,44,Other,Widowed,7,1,Yes,Agriculture,42106,No,Kutcha,No,Tap,No,No,Graduation,No
Kavita Yadav,4.38E+11,8309707889,Kavita Verma,Meena Yadav,"House 200, Sheopur Pada",Dindori Gaon,GP Pushparajgarh,Ghughri,Alirajpur,OTFD,Neha Verma,44,0.13,2.72,Yes,No,Yes,No,No,No,24,Other,Married,9,2,Yes,Other,108556,Yes,Kutcha,No,Handpump,No,Yes,Graduation,Yes
Suresh Naidu,8.81E+11,6255740123,Mahesh Bai,Anita Biswas,"House 119, Dindori Gaon",Gondwadi,GP Ghughri,Pati,Sheopur,ST,Suresh Naidu,85,0.94,0.39,No,No,No,No,Yes,Yes,62,Male,Single,4,2,Yes,NTFP,59117,Yes,Kutcha,No,None,Yes,No,Primary,Yes
Anita Kumar,9.66E+11,9944555992,Anita Verma,Suresh Rathore,"House 288, Dindori Gaon",Jhabua Kheda,GP Bajag,Pati,Umaria,ST,Lakshmi Kumar,81,0.1,1.86,No,Yes,Yes,No,No,No,87,Female,Married,9,0,No,NTFP,112215,Yes,Semi-Pucca,No,None,No,Yes,Upper Primary,No
Amit Yadav,9.02E+11,8385885913,Ramesh Yadav,Ramesh Gond,"House 229, Barwani Tola",Barwani Tola,GP Pushparajgarh,Jobat,Alirajpur,ST,Amit Biswas,51,0.6,2.61,Yes,Yes,No,Yes,No,Yes,48,Male,Married,7,0,Yes,NTFP,127412,Yes,Kutcha,No,Stream,Yes,No,Secondary,No
Kavita Singh,7.71E+11,9077909228,Sunita Nayak,Meena Rathore,"House 118, Baiga Chak",Dindori Gaon,GP Pushparajgarh,Pati,Umaria,OTFD,Arjun Gaikwad,80,0.92,0.92,Yes,Yes,No,No,Yes,Yes,88,Male,Widowed,4,1,Yes,Agriculture,43952,No,Pucca,Yes,Tap,No,No,Higher Secondary,Yes
Amit Singh,6.00E+11,9398785966,Ravi Das,Vikas Naidu,"House 176, Korku Pada",Bhilapur,GP Ghughri,Ghughri,Mandla,ST,Ravi Bai,82,0.63,2.72,Yes,Yes,No,No,Yes,No,30,Female,Widowed,9,0,No,Wage Labour,81330,Yes,Semi-Pucca,Yes,Stream,Yes,Yes,Upper Primary,No
Suresh Singh,7.44E+11,7829540225,Anita Das,Kavita Gaikwad,"House 185, Alirajpur Falia",Mandla Pur,GP Bajag,Sendhwa,Barwani,OTFD,Ravi Yadav,38,0.04,3.28,Yes,Yes,Yes,Yes,Yes,No,39,Female,Widowed,6,0,No,Agriculture,69511,Yes,Semi-Pucca,Yes,Tap,No,No,Higher Secondary,No
Pooja Nayak,6.37E+11,8464570665,Ramesh Nayak,Suresh Yadav,"House 215, Alirajpur Falia",Barwani Tola,GP Niwas,Niwas,Umaria,ST,Arjun Das,41,0.6,1.1,Yes,Yes,Yes,No,Yes,No,32,Male,Married,7,0,Yes,NTFP,53030,No,Semi-Pucca,No,Handpump,No,Yes,Higher Secondary,No
Neha Rathore,4.65E+11,6816808865,Lakshmi Bai,Neha Verma,"House 221, Alirajpur Falia",Sheopur Pada,GP Pushparajgarh,Niwas,Anuppur,ST,Kavita Gond,44,0.9,0.8,Yes,Yes,Yes,No,No,Yes,60,Female,Married,8,0,No,Other,95772,Yes,Pucca,Yes,Handpump,Yes,No,Primary,No
Amit Bai,8.62E+11,7139482205,Anita Naidu,Ravi Yadav,"House 130, Mandla Pur",Mandla Pur,GP Jobat,Pati,Jhabua,ST,Suresh Verma,75,0.33,3.53,Yes,No,No,Yes,No,No,18,Male,Widowed,3,0,No,NTFP,68610,No,Kutcha,No,Tap,No,No,Higher Secondary,Yes
Sunita Kumar,8.90E+11,6951291132,Kavita Nayak,Anita Yadav,"House 272, Korku Pada",Sheopur Pada,GP Jobat,Ghughri,Dindori,ST,Neha Gond,16,0.32,0.02,Yes,No,No,Yes,No,No,60,Female,Married,7,1,Yes,Wage Labour,114660,No,Pucca,Yes,Tap,No,No,Graduation,Yes
Vikas Bhil,8.26E+11,8867098004,Suresh Biswas,Anita Nayak,"House 246, Mandla Pur",Mandla Pur,GP Pushparajgarh,Pali,Barwani,ST,Mahesh Gaikwad,50,0.26,1.02,Yes,No,No,No,Yes,No,80,Male,Single,7,2,No,Agriculture,58927,No,Pucca,Yes,Tap,No,No,Graduation,No
Anita Das,3.93E+11,7902842347,Suresh Biswas,Amit Rathore,"House 123, Alirajpur Falia",Baiga Chak,GP Niwas,Jobat,Dindori,OTFD,Arjun Bhil,38,0.51,1.63,No,No,Yes,No,Yes,Yes,46,Female,Widowed,9,1,Yes,NTFP,93786,Yes,Semi-Pucca,No,Tap,No,Yes,None,No
Mahesh Bhil,3.04E+11,7552580964,Ramesh Sahu,Sunita Gond,"House 8, Gondwadi",Korku Pada,GP Pati,Niwas,Umaria,ST,Sunita Yadav,86,0.25,2.69,No,Yes,No,No,Yes,No,82,Male,Married,4,0,Yes,Other,117209,No,Semi-Pucca,No,Tap,Yes,Yes,Secondary,No
Amit Bai,3.43E+11,9299491243,Ravi Biswas,Kavita Das,"House 67, Sheopur Pada",Dindori Gaon,GP Niwas,Niwas,Sheopur,ST,Meena Naidu,5,0.73,3.99,No,Yes,No,Yes,No,Yes,56,Other,Married,4,1,Yes,NTFP,123365,No,Pucca,No,Handpump,No,Yes,Higher Secondary,No
Vikas Singh,4.49E+11,8340212950,Neha Biswas,Anita Nayak,"House 115, Jhabua Kheda",Sheopur Pada,GP Pati,Pali,Barwani,ST,Sunita Naidu,9,0.65,1.48,Yes,No,Yes,No,Yes,Yes,25,Other,Separated,3,2,Yes,Other,112045,No,Kutcha,No,Handpump,No,No,Secondary,No
Pooja Bai,7.33E+11,7137004512,Mahesh Kumar,Lakshmi Das,"House 288, Barwani Tola",Barwani Tola,GP Pushparajgarh,Niwas,Jhabua,ST,Suresh Rathore,77,0.41,3.8,No,No,Yes,Yes,No,No,69,Male,Single,7,0,Yes,NTFP,35624,Yes,Pucca,Yes,Tap,No,No,None,No
Ravi Das,3.93E+11,8094077307,Vikas Das,Sunita Bai,"House 105, Jhabua Kheda",Dindori Gaon,GP Bajag,Pati,Alirajpur,ST,Anita Naidu,39,0.73,1.47,No,No,No,No,No,Yes,52,Male,Widowed,1,0,No,Other,27753,Yes,Pucca,Yes,Handpump,No,No,Primary,Yes
Pooja Sahu,8.67E+11,7334841089,Ramesh Yadav,Meena Yadav,"House 25, Jhabua Kheda",Dindori Gaon,GP Jobat,Pati,Umaria,ST,Lakshmi Nayak,87,0.11,2.78,Yes,Yes,No,No,Yes,No,66,Male,Married,6,1,Yes,NTFP,135290,Yes,Semi-Pucca,Yes,None,Yes,Yes,Higher Secondary,Yes
Kavita Bai,3.65E+11,7637134170,Vikas Biswas,Amit Das,"House 53, Gondwadi",Gondwadi,GP Ghughri,Niwas,Barwani,ST,Vikas Biswas,27,0.75,0.66,Yes,No,Yes,Yes,No,No,40,Female,Widowed,4,0,No,Agriculture,89888,Yes,Kutcha,Yes,Handpump,No,Yes,Primary,Yes
Ravi Naidu,6.72E+11,8576741103,Lakshmi Bhil,Sunita Naidu,"House 247, Alirajpur Falia",Dindori Gaon,GP Jobat,Sendhwa,Barwani,ST,Anita Sahu,32,0.61,1.84,No,No,Yes,No,No,No,69,Other,Separated,2,1,No,NTFP,20312,No,Semi-Pucca,No,None,Yes,Yes,Secondary,No
Meena Sahu,2.09E+11,9087557434,Meena Nayak,Meena Gaikwad,"House 281, Sheopur Pada",Gondwadi,GP Jobat,Pali,Sheopur,ST,Kavita Singh,64,0.63,3.49,Yes,Yes,No,No,No,Yes,25,Female,Single,6,2,No,Wage Labour,119349,Yes,Pucca,Yes,Stream,Yes,Yes,Higher Secondary,Yes
Suresh Gaikwad,9.61E+11,7021039829,Neha Rathore,Anita Bai,"House 33, Korku Pada",Baiga Chak,GP Bajag,Niwas,Anuppur,ST,Meena Nayak,33,0.07,1.28,Yes,Yes,Yes,Yes,No,Yes,51,Male,Single,3,0,No,Wage Labour,137395,Yes,Semi-Pucca,Yes,Tap,No,No,Upper Primary,No
Vikas Verma,1.15E+11,9796218977,Amit Verma,Vikas Naidu,"House 287, Sheopur Pada",Gondwadi,GP Pushparajgarh,Pati,Barwani,ST,Sunita Sahu,18,0.62,0.42,No,No,Yes,No,Yes,No,73,Male,Single,6,2,Yes,Other,39614,No,Pucca,Yes,Stream,No,Yes,None,No
Mahesh Sahu,7.81E+11,8509199887,Pooja Bhil,Arjun Gond,"House 36, Barwani Tola",Alirajpur Falia,GP Bajag,Niwas,Jhabua,ST,Meena Bai,76,0.5,2.09,Yes,No,Yes,Yes,Yes,Yes,81,Male,Married,2,0,Yes,Wage Labour,146417,Yes,Kutcha,Yes,None,Yes,Yes,Upper Primary,No
Anita Verma,8.58E+11,6022387603,Kavita Singh,Ravi Bhil,"House 239, Dindori Gaon",Alirajpur Falia,GP Pati,Sendhwa,Jhabua,ST,Vikas Yadav,67,0.49,1.76,No,No,No,Yes,Yes,Yes,18,Female,Married,9,1,Yes,Wage Labour,126604,Yes,Kutcha,Yes,Handpump,No,No,Primary,No
Sunita Biswas,8.24E+11,7662714521,Neha Bai,Kavita Yadav,"House 217, Alirajpur Falia",Alirajpur Falia,GP Ghughri,Sendhwa,Sheopur,ST,Arjun Kumar,5,0.33,0.92,No,No,No,No,No,Yes,85,Male,Married,6,0,No,Agriculture,35407,Yes,Semi-Pucca,Yes,Handpump,No,Yes,None,Yes
Lakshmi Verma,8.91E+11,6147610309,Meena Gaikwad,Neha Das,"House 177, Baiga Chak",Korku Pada,GP Jobat,Pali,Umaria,ST,Meena Kumar,78,0.02,3.62,Yes,No,Yes,Yes,Yes,No,57,Male,Single,8,1,Yes,Agriculture,48248,No,Kutcha,No,Tap,Yes,Yes,Primary,Yes
Meena Singh,8.48E+11,8196940780,Amit Das,Ravi Biswas,"House 44, Sheopur Pada",Alirajpur Falia,GP Pushparajgarh,Jobat,Mandla,ST,Ramesh Gond,59,0.43,2.41,Yes,Yes,No,Yes,No,No,46,Other,Single,9,1,No,Agriculture,107140,Yes,Kutcha,No,Stream,No,Yes,None,No
Neha Rathore,3.59E+11,7729588843,Sunita Das,Mahesh Sahu,"House 158, Baiga Chak",Gondwadi,GP Ghughri,Bajag,Umaria,ST,Amit Gaikwad,76,0.41,1.39,No,No,No,No,No,No,22,Female,Married,3,1,Yes,Agriculture,105183,Yes,Semi-Pucca,Yes,Tap,No,No,Upper Primary,No
Anita Yadav,3.92E+11,9009620502,Sunita Verma,Mahesh Nayak,"House 269, Mandla Pur",Dindori Gaon,GP Pushparajgarh,Bajag,Mandla,OTFD,Amit Gaikwad,4,0.43,3.98,No,No,No,No,Yes,No,53,Other,Married,1,1,No,NTFP,54037,Yes,Semi-Pucca,Yes,Stream,No,No,Graduation,No
Meena Verma,4.60E+11,9949330985,Ravi Sahu,Ramesh Biswas,"House 171, Baiga Chak",Mandla Pur,GP Niwas,Ghughri,Anuppur,ST,Sunita Bai,16,0.62,0.55,Yes,Yes,No,No,No,No,42,Other,Widowed,4,2,Yes,Agriculture,94865,Yes,Kutcha,Yes,None,Yes,No,Upper Primary,Yes
Vikas Naidu,4.25E+11,9674879524,Ramesh Nayak,Ramesh Bai,"House 221, Alirajpur Falia",Dindori Gaon,GP Niwas,Pali,Sheopur,ST,Pooja Biswas,75,0.31,3.39,No,No,Yes,No,No,No,87,Other,Separated,5,1,No,Agriculture,137251,Yes,Kutcha,Yes,Stream,Yes,Yes,Higher Secondary,No
Suresh Rathore,7.52E+11,7258905927,Mahesh Kumar,Suresh Naidu,"House 230, Bhilapur",Bhilapur,GP Bajag,Niwas,Dindori,ST,Arjun Singh,48,0.28,0.92,Yes,Yes,Yes,No,Yes,No,47,Other,Single,6,2,Yes,Other,61056,Yes,Pucca,Yes,Tap,Yes,No,Primary,No
Ravi Biswas,9.42E+11,8006195077,Amit Biswas,Anita Nayak,"House 91, Gondwadi",Dindori Gaon,GP Ghughri,Pati,Mandla,ST,Arjun Nayak,66,0.5,0.96,No,Yes,Yes,No,Yes,Yes,56,Other,Widowed,6,2,No,Agriculture,41659,Yes,Kutcha,Yes,Handpump,Yes,No,Higher Secondary,Yes
Sunita Singh,2.28E+11,7386554532,Sunita Verma,Neha Naidu,"House 131, Mandla Pur",Bhilapur,GP Pati,Jobat,Alirajpur,ST,Ramesh Yadav,77,0.6,1.99,Yes,No,Yes,No,No,Yes,41,Other,Married,3,0,Yes,NTFP,32423,Yes,Pucca,Yes,Handpump,Yes,No,Graduation,Yes
Sunita Bhil,1.27E+11,9586186355,Arjun Das,Sunita Bai,"House 226, Barwani Tola",Bhilapur,GP Niwas,Ghughri,Dindori,ST,Ramesh Naidu,8,0.57,2.65,No,Yes,Yes,No,No,Yes,21,Male,Separated,5,1,Yes,NTFP,62350,No,Kutcha,No,Tap,Yes,Yes,Upper Primary,Yes
Mahesh Das,2.62E+11,6283213973,Vikas Singh,Meena Gond,"House 225, Gondwadi",Baiga Chak,GP Ghughri,Bajag,Alirajpur,ST,Neha Biswas,44,0.88,2.76,Yes,No,No,No,No,Yes,20,Other,Married,7,0,No,Wage Labour,121317,Yes,Kutcha,Yes,Tap,No,No,None,Yes
Vikas Sahu,3.22E+11,6762871301,Mahesh Bhil,Meena Verma,"House 143, Barwani Tola",Baiga Chak,GP Pushparajgarh,Bajag,Mandla,ST,Vikas Bai,21,0.77,0.09,Yes,Yes,No,Yes,No,Yes,48,Other,Single,8,2,Yes,Other,69099,No,Semi-Pucca,No,Tap,No,Yes,None,Yes
Ravi Sahu,8.47E+11,8641608693,Neha Yadav,Meena Das,"House 66, Alirajpur Falia",Dindori Gaon,GP Bajag,Bajag,Anuppur,ST,Suresh Nayak,26,0.06,1.15,Yes,Yes,No,No,Yes,No,34,Other,Single,8,0,No,Other,33127,Yes,Kutcha,Yes,Stream,Yes,Yes,Graduation,Yes
Ravi Verma,6.97E+11,6683619359,Mahesh Kumar,Amit Bhil,"House 28, Alirajpur Falia",Alirajpur Falia,GP Pati,Pali,Dindori,ST,Ramesh Rathore,35,0.57,2.64,No,No,Yes,No,Yes,No,76,Male,Separated,3,1,No,Wage Labour,107986,Yes,Semi-Pucca,Yes,Tap,Yes,Yes,Graduation,No
Sunita Biswas,8.39E+11,9647468176,Mahesh Bai,Suresh Verma,"House 125, Barwani Tola",Mandla Pur,GP Ghughri,Bajag,Mandla,ST,Meena Yadav,15,0.42,3.56,Yes,Yes,Yes,Yes,No,No,80,Male,Widowed,2,1,Yes,Agriculture,22883,No,Pucca,No,Stream,Yes,No,None,No
Anita Kumar,7.14E+11,8823818021,Lakshmi Bhil,Anita Bhil,"House 212, Baiga Chak",Baiga Chak,GP Niwas,Ghughri,Dindori,ST,Pooja Nayak,40,0.37,2.68,No,No,Yes,Yes,Yes,Yes,25,Male,Separated,6,0,No,Agriculture,79014,Yes,Kutcha,Yes,Stream,Yes,Yes,Primary,Yes
Arjun Singh,6.37E+11,7515792272,Anita Gond,Sunita Gaikwad,"House 80, Dindori Gaon",Jhabua Kheda,GP Niwas,Pali,Umaria,OTFD,Lakshmi Gond,30,0.96,1.06,No,No,No,Yes,Yes,No,42,Other,Widowed,9,2,No,Other,72357,Yes,Pucca,No,None,Yes,No,Higher Secondary,No
Lakshmi Sahu,1.87E+11,9737235748,Lakshmi Singh,Lakshmi Biswas,"House 238, Jhabua Kheda",Jhabua Kheda,GP Bajag,Bajag,Alirajpur,ST,Vikas Bai,66,0.46,2.03,Yes,No,Yes,No,Yes,No,28,Female,Widowed,8,2,No,NTFP,41550,No,Pucca,Yes,Stream,No,Yes,Secondary,Yes
Amit Singh,1.60E+11,7031846806,Neha Yadav,Sunita Naidu,"House 132, Dindori Gaon",Barwani Tola,GP Bajag,Sendhwa,Sheopur,ST,Amit Bhil,80,0.72,2.59,Yes,No,No,No,Yes,No,43,Female,Single,3,0,No,Wage Labour,64820,Yes,Semi-Pucca,Yes,None,No,No,Graduation,No
Amit Yadav,1.62E+11,9832941232,Arjun Gaikwad,Ravi Das,"House 119, Sheopur Pada",Baiga Chak,GP Pati,Bajag,Alirajpur,ST,Suresh Verma,13,0.97,0.54,No,No,No,Yes,Yes,Yes,47,Male,Married,2,0,No,NTFP,43651,Yes,Kutcha,Yes,None,Yes,Yes,Upper Primary,No
Ramesh Naidu,3.68E+11,8764844208,Ramesh Bai,Ravi Yadav,"House 46, Dindori Gaon",Dindori Gaon,GP Niwas,Jobat,Alirajpur,ST,Vikas Rathore,1,0.16,2.18,No,No,No,Yes,Yes,Yes,79,Female,Single,4,0,No,Wage Labour,110906,Yes,Pucca,Yes,None,Yes,Yes,None,Yes
Sunita Bhil,2.13E+11,9200062524,Meena Bai,Sunita Nayak,"House 84, Gondwadi",Sheopur Pada,GP Pushparajgarh,Bajag,Dindori,ST,Arjun Biswas,43,0.06,1.89,No,Yes,No,No,No,Yes,27,Male,Married,1,0,Yes,NTFP,22001,Yes,Semi-Pucca,Yes,Stream,No,Yes,Graduation,No
Lakshmi Gaikwad,4.98E+11,8256959052,Ramesh Yadav,Kavita Biswas,"House 282, Barwani Tola",Jhabua Kheda,GP Niwas,Bajag,Alirajpur,ST,Amit Sahu,28,0.32,1.35,No,Yes,Yes,Yes,Yes,No,26,Female,Single,3,1,No,Agriculture,79591,No,Kutcha,Yes,Tap,Yes,Yes,Secondary,No
Anita Verma,3.25E+11,8435948959,Ramesh Yadav,Arjun Bhil,"House 13, Barwani Tola",Korku Pada,GP Pati,Niwas,Sheopur,ST,Amit Rathore,1,0.05,2.49,Yes,Yes,No,No,Yes,No,85,Male,Single,2,1,No,Other,68343,Yes,Kutcha,Yes,Stream,No,No,Graduation,Yes
Vikas Verma,3.70E+11,7423322494,Sunita Nayak,Pooja Bai,"House 125, Korku Pada",Bhilapur,GP Ghughri,Niwas,Barwani,ST,Arjun Yadav,40,0.13,2.54,No,No,No,No,No,No,22,Female,Married,1,2,Yes,Wage Labour,60726,Yes,Semi-Pucca,No,Stream,Yes,Yes,None,No
Lakshmi Gaikwad,8.76E+11,7312246357,Vikas Bai,Ramesh Bai,"House 172, Korku Pada",Bhilapur,GP Niwas,Bajag,Mandla,OTFD,Suresh Yadav,34,0.99,3.89,Yes,Yes,No,Yes,Yes,No,33,Male,Single,9,1,No,Agriculture,44976,Yes,Kutcha,Yes,Tap,No,Yes,Secondary,Yes
Vikas Sahu,6.15E+11,6948320262,Meena Das,Mahesh Gond,"House 234, Korku Pada",Korku Pada,GP Bajag,Ghughri,Barwani,OTFD,Amit Nayak,13,0.96,1.71,Yes,Yes,No,No,Yes,Yes,19,Female,Single,1,0,Yes,NTFP,22126,Yes,Semi-Pucca,Yes,Stream,Yes,No,Graduation,No
Ravi Gond,5.57E+11,7373082517,Lakshmi Bhil,Ramesh Sahu,"House 181, Gondwadi",Alirajpur Falia,GP Bajag,Niwas,Sheopur,ST,Ramesh Yadav,61,0.69,2.13,No,Yes,No,No,No,No,35,Other,Single,6,2,No,Wage Labour,101145,No,Kutcha,No,Tap,Yes,Yes,Graduation,Yes
Pooja Kumar,6.76E+11,9074097236,Vikas Sahu,Kavita Gaikwad,"House 51, Dindori Gaon",Sheopur Pada,GP Bajag,Jobat,Alirajpur,ST,Vikas Kumar,66,0.76,0.63,No,No,No,No,No,Yes,54,Female,Separated,6,1,No,Agriculture,67882,Yes,Semi-Pucca,Yes,Handpump,No,Yes,Graduation,No
Vikas Yadav,8.28E+11,9196254981,Amit Biswas,Vikas Yadav,"House 269, Alirajpur Falia",Dindori Gaon,GP Pushparajgarh,Pali,Sheopur,ST,Lakshmi Biswas,4,0.15,2.19,No,No,No,Yes,Yes,Yes,66,Female,Widowed,6,0,No,Agriculture,24718,No,Kutcha,Yes,Handpump,Yes,Yes,Secondary,Yes
Suresh Verma,9.43E+11,8241065916,Suresh Biswas,Neha Bhil,"House 169, Korku Pada",Sheopur Pada,GP Pati,Pati,Jhabua,ST,Arjun Nayak,89,0.6,0.14,No,No,Yes,No,No,Yes,26,Male,Widowed,9,1,Yes,Agriculture,144495,Yes,Pucca,No,Handpump,Yes,No,Upper Primary,No
Pooja Singh,9.68E+11,8284844429,Ramesh Yadav,Neha Gaikwad,"House 288, Gondwadi",Bhilapur,GP Niwas,Ghughri,Barwani,OTFD,Meena Gond,13,0.16,0.6,No,No,No,No,Yes,Yes,83,Other,Single,6,2,Yes,Agriculture,102708,Yes,Pucca,Yes,None,Yes,Yes,Graduation,No
Amit Rathore,4.41E+11,8235959183,Sunita Nayak,Mahesh Verma,"House 274, Korku Pada",Mandla Pur,GP Bajag,Pali,Jhabua,ST,Anita Bai,36,0.38,0.68,No,Yes,Yes,Yes,Yes,Yes,47,Other,Widowed,7,0,No,Other,57784,Yes,Kutcha,Yes,Stream,No,Yes,Secondary,No
Vikas Das,6.63E+11,8613540610,Pooja Rathore,Pooja Biswas,"House 207, Jhabua Kheda",Jhabua Kheda,GP Pushparajgarh,Jobat,Alirajpur,ST,Ramesh Kumar,61,0.35,2.53,Yes,Yes,Yes,Yes,Yes,Yes,72,Male,Widowed,3,1,No,Wage Labour,112252,Yes,Semi-Pucca,Yes,Tap,No,Yes,Primary,No
Meena Rathore,1.06E+11,6316581256,Meena Biswas,Meena Yadav,"House 148, Dindori Gaon",Mandla Pur,GP Jobat,Ghughri,Mandla,ST,Pooja Singh,58,0.62,2.27,Yes,Yes,Yes,No,Yes,No,35,Female,Single,2,1,No,Agriculture,61951,No,Pucca,Yes,Stream,Yes,No,None,No
Lakshmi Gaikwad,9.38E+11,7689986094,Suresh Kumar,Suresh Bhil,"House 37, Barwani Tola",Barwani Tola,GP Ghughri,Pali,Dindori,ST,Neha Das,85,0.09,3.19,No,Yes,Yes,Yes,Yes,No,57,Other,Married,8,0,No,Wage Labour,116521,No,Semi-Pucca,Yes,None,No,Yes,Graduation,Yes
Sunita Bhil,7.37E+11,8199858516,Ravi Kumar,Arjun Singh,"House 161, Mandla Pur",Alirajpur Falia,GP Bajag,Pali,Alirajpur,ST,Kavita Das,15,0.11,1.86,No,No,No,Yes,Yes,No,55,Male,Married,4,0,No,Wage Labour,138304,Yes,Pucca,Yes,Handpump,Yes,No,Upper Primary,No
Anita Gond,2.82E+11,9533658717,Vikas Rathore,Amit Naidu,"House 275, Gondwadi",Jhabua Kheda,GP Ghughri,Niwas,Barwani,OTFD,Neha Kumar,85,0.61,1.9,No,Yes,Yes,No,No,No,30,Other,Separated,2,1,No,Wage Labour,55820,Yes,Kutcha,Yes,Stream,No,Yes,Primary,No
Lakshmi Gaikwad,4.51E+11,8455356893,Ramesh Yadav,Kavita Yadav,"House 288, Alirajpur Falia",Alirajpur Falia,GP Pushparajgarh,Sendhwa,Mandla,ST,Neha Nayak,12,0.64,0.65,No,Yes,No,No,No,No,43,Male,Separated,4,0,Yes,Other,62501,Yes,Pucca,Yes,Tap,Yes,No,Secondary,Yes
Lakshmi Yadav,9.43E+11,6458197417,Pooja Naidu,Mahesh Biswas,"House 106, Mandla Pur",Gondwadi,GP Bajag,Sendhwa,Mandla,ST,Pooja Singh,76,0.35,2.97,No,Yes,Yes,No,Yes,No,48,Female,Separated,5,0,No,NTFP,105528,Yes,Pucca,Yes,Tap,Yes,No,Upper Primary,No
Kavita Verma,2.08E+11,6032604895,Neha Kumar,Pooja Gond,"House 22, Gondwadi",Sheopur Pada,GP Pati,Bajag,Umaria,ST,Amit Das,69,0.16,0.01,Yes,No,Yes,No,Yes,No,72,Male,Single,9,0,Yes,NTFP,131049,Yes,Pucca,Yes,None,Yes,Yes,Primary,No
Vikas Bhil,4.54E+11,8710833942,Vikas Biswas,Pooja Verma,"House 233, Dindori Gaon",Mandla Pur,GP Pati,Pati,Jhabua,ST,Sunita Singh,61,0.89,1.7,Yes,Yes,Yes,Yes,Yes,No,81,Other,Married,8,0,Yes,Other,113759,Yes,Kutcha,Yes,Handpump,Yes,No,Upper Primary,No
Amit Bai,4.10E+11,8459601410,Meena Bhil,Vikas Bai,"House 122, Mandla Pur",Sheopur Pada,GP Pushparajgarh,Pati,Umaria,ST,Mahesh Singh,42,0.06,0.75,Yes,Yes,No,Yes,Yes,Yes,25,Female,Married,2,1,Yes,Other,44788,Yes,Semi-Pucca,Yes,Tap,No,Yes,Graduation,Yes
Anita Yadav,3.10E+11,8441032832,Kavita Singh,Amit Yadav,"House 129, Barwani Tola",Jhabua Kheda,GP Ghughri,Ghughri,Dindori,ST,Ravi Sahu,32,0.72,3.08,No,No,No,No,Yes,No,48,Other,Separated,1,1,Yes,Other,34415,Yes,Kutcha,No,Stream,Yes,Yes,Higher Secondary,Yes
Neha Gaikwad,3.67E+11,9080294210,Neha Bai,Pooja Naidu,"House 217, Bhilapur",Alirajpur Falia,GP Jobat,Bajag,Alirajpur,OTFD,Suresh Gaikwad,2,0.15,2.69,No,Yes,No,Yes,No,Yes,31,Female,Widowed,1,2,No,Other,119622,No,Kutcha,Yes,Stream,Yes,Yes,Upper Primary,Yes
Kavita Bhil,7.48E+11,9823863032,Mahesh Gond,Mahesh Bai,"House 148, Baiga Chak",Sheopur Pada,GP Ghughri,Sendhwa,Anuppur,ST,Kavita Gaikwad,8,0.64,2.83,No,Yes,Yes,Yes,No,Yes,74,Male,Married,1,2,No,NTFP,49477,Yes,Kutcha,Yes,Handpump,No,Yes,Graduation,No
Kavita Yadav,5.50E+11,9200094948,Anita Bai,Arjun Naidu,"House 58, Gondwadi",Dindori Gaon,GP Pushparajgarh,Ghughri,Anuppur,OTFD,Lakshmi Kumar,54,0.67,0.59,Yes,No,Yes,Yes,Yes,Yes,33,Male,Married,3,0,No,Agriculture,77400,Yes,Kutcha,Yes,Tap,Yes,Yes,Primary,No
Lakshmi Gond,3.94E+11,9226568518,Anita Bhil,Vikas Gaikwad,"House 237, Bhilapur",Jhabua Kheda,GP Pati,Ghughri,Sheopur,ST,Arjun Kumar,8,0.81,2.68,No,Yes,Yes,Yes,Yes,Yes,47,Male,Widowed,6,0,Yes,Agriculture,115040,No,Kutcha,Yes,Tap,No,No,Graduation,Yes
